Slank;Formal
ngantok;mengantuk
feedbad;feedback
mulaii;mulai
kelar²;selesai-selesai
username/paspord;username atau password
pemotongan/penahanan;pemotongan atau penahanan
masuk/keluarnya;masuk atau keluarnya
seduai;sesuai
tetel;tetep
virtua;virtual
brimoku;brimo aku
keaeringan;keseringan
sanggar;sangat
m3mbntu;membantu
beimo;brimo
sueprfast;super cepat
supermudah;super mudah
bartransaksi;bertransaksi
mantapps;mantap
muantab;mantap
payleter;paylater
indodana;indo dana
wenak;enak
agman;aman
brimoo;brimo
dimana2;dimana-mana
barkotnya;barcodenya
konik;connect
beckup;back up
mantuk;mantap
per-bank;perbank
keepisienan;keefisienan
mmtab;mantap
mantao;mantap
snagat;sangat
mantapsz;mantap
then;dari
before;sebelumnya
mbantu;membantu
mudan;mudah
wouke;oke
always;selalu
briomnya;brimonya
gaspol;maju terus
sipss;mantap
peraktis;praktis
ngaktifinya;mengaktifkannya
menyenagkan;menyenangkan
semu;semua
tannya;tanya
tliti;teliti
ajha;saja
trdftar;terdaftar
celeng;babi
pukii;anjing
kntll;kontol
🏡;rumah
persaratan;persyaratan
tepotong;terpotong
yransaksi;transaksi
sesion;session
banyakin;perbanyak
sae;baik
mantabetul;mantap betul
mwnggunakan;menggunakan
tresper;transfer
semudahkan;memudahkan
pado;pada
hbungi;hubungi
trm;terima
suksse;sukses
bikinya;bikinnya
edintifikasi;identifikasi
alesanya;alasannya
fasiltas;fasilitas
bermanfa'at;bermanfaat
tarik-setor;tarik sampai setor
kartupun;kartu pun
biasaa;biasa
tingkattkan;tingkatkan
masyarkat;masyarakat
membantun;membantu
chek;cek
kepenerima;ke penerima
oline;online
gobjob;good job
tandingannya;/
muantul;mantap betul
scurity;security
okok;oke
connet;connect
pamakaiannya;pemakaiannya
nyahh;nya
saudarakuh;saudaraku
pkoknya;pokoknya
kantor/atm;kantor atau atm
qu;aku
aqu;aku
kelewat;terlewat
mudah²an;mudah-mudahan
minal;minimal
terpecaya;terpercaya
sekaalee;sekali
waww;wow
lmyan;lumayan
🩵;suka
amatlah;banget
semjak;semenjak
rp340.00;340000
awal2;awal-awal
tibtiba;tiba-tiba
bebenah;berbenah
nama/pasword;nama atau password
dalm;dalam
keptong;terpotong
17k;17000
begonya;bodohnya
fkexibel;fleksibel
berpuluh2;berpuluh-puluh
disatu;di satu
minsoalnha;misalnya
panjanv;panjang
riweuh;ribet
💙;cinta
isikan;isikan
maslahnya;masalahnya
kemdalanya;kendalanya
diperbaikii;diperbaiki
priksa;periksa
ayook;ayo
guyss;teman
akunya;akunnya
kbanyakan;kebanyakan
tambhakan;tambahkan
tampilan-nya;tampilannya
youtube/instagram/tiktok;youtube atau instagram atau tiktok
belkngan;belakangan
ngulah;membuat ulah
pmbelian;pembelian
tta;tetap
sudsh;sudah
wuzz;wow
6.500/pertransaksi;6500 per transaksi
150.00/perbulan/autodebet;150000 per bulan per autodebet
nulis;menulis
donlaut;download
pengamannya;pengamanannya
sayapuas;saya puas
dlam;dalam
mantas;mantap
oki;oke
dihh;dih
seriung;sering
gagal²;gagal-gagal
pleksibel;fleksibel
aktivisnya;aktivitasnya
mna2;mana-mana
tangsaksi;transaksi
slama2nya;selama-lamanya
sangatmembantu;sangat membantu
syekalihh;sekali
pelayanan2;pelayanan-pelayanan
brmo;brimo
muda-mudahan;mudah-mudahan
uwangan;uangan
masukusername;masuk username
tulusan;tulisan
bp/ibu;bapak atau ibu
paspotnya;paswordnya
sistemm;sistem
bosokk;busuk
anggota/karyawan;anggota atau karyawan
bu/bapak;ibu atau bapak
trafer;transfer
maslh;masalah
kaka;kakak
emails;email
kotawaringin;kota waringin
lacar;lancar
pembayatran;pembayaran
sta;saya
gud;good
yabaik;baik
mempemudah;mempermudah
rentingnya;ratingnya
alus;halus
smoot;smooth
juoss;mantap
bgos;bagus
sib;sip
termaksud;termasuk
bankk;bank
logon;login
bay;bye
tingal;tinggal
kesadap;tersadap
total2;total-total
biayaua;biayanya
masin;masih
yaudah;ya sudah
trjadi;terjadi
pda;pada
sayan;saya
fertifikasi;verifikasi
wa/imail;whatsapp atau email
mohn;mohon
dpercpt;di percepat
penginstalan;install
sjah;saja
trimaksi;terima kasih
gandozz;banget
superr;super
cari2;cari-cari
moo;mo
biass;biasa
lengkapp;lengkap
jelekk;jelek
diliatnya;dilihatnya
ndas;kepala
keriset;ke reset
tampilanmu;tampilan kamu
chats;chat
veryfikasi;verifikasi
privyid;privacy id
30kali;30 kali
worh;worth
mamuaskan;memuaskan
zmoga;semoga
boleeh;boleh
splikasinya;aplikasinya
manyap;mantap
mantabzz;mantap
coyy;weh
dam;dan
mmobilan;mobile banking
prof;professional
rkgnya;rekeningnya
kesalahnya;kesalahannya
memudahka;memudahkan
manttaap;mantap
devinisi;definisi
btimo;brimo
gperlu;tidak perlu
kitaa;kita
nsabah;nasabah
bingitt;banget
blokirnyamakasih;blokirnya makasih
dijam;di jam
mantaflah;mantap lah
insyaa;insya
alloh;allah
ucpkan;ucapkan
mmeperbaiki;memperbaiki
penjelsaannya;penjelasannya
kwalitasnya;kualitasnya
penampilannya;tampilannya
sangkan;sangat
akuu;aku
emak2;ibu-ibu
pookny;pokoknya
ei;di
tingktkn;tingkatkan
tambahn;tambahan
tsnpa;tanpa
intuk;untuk
pembelanjaan;belanja
nnti;nanti
mnapun;mana pun
pokoe;pokoknya
manteep;mantap
tampilanya;tampilannya
5k-10k-15k;5000, 10000, 15000
pulsa/e-wallet;pulsa atau electronic wallet
gmpg;mudah
dipakaii;dipakai
memidahkan;memudahkan
berentiin;berhentikan
terbaruny;terbarunya
manaa;dimana
bagiaan;bagian
tulisa;tulisan
antull;mantap betul
ferivikaai;verifikasi
kata2;kata-kata
yerus;terus
handphon;handphone
terdetect;terdeteksi
sesatt;sesat
pnjelasan;penjelasan
salu;selalu
vertikasi;verifikasi
jlsnya;jelasnya
mnggunak;menggunakan
penyala;penyalah
un-instal;uninstall
instaldownload;install download
puj;pun
matep;mantap
manatp;mantap
c3pat;cepat
membantukegiatan;membantu kegiatan
sekeluarga;satu keluarga
repot2x;repot-repot
rasa2nya;rasa-rasanya
nyari2;mencari-cari
men-cari2;mencari-cari
alhm;alhamdulillah
guod2;bagus-bagus
fiturr;fitur
tunainy;tunainya
1jm;1 jam
ngeliatnya;melihatnya
galxsi;galaxy
rrsppon;respons
sebah;sebab
u/di;untuk di
livina;livin
brimodol;bri berak
njirr;weh
usrame;username
uang/nabung;uang atau menabung
puyeeng;pusing
diapa;di apa
pede;percaya diri
bisany;bisanya
nunggak;menunggak
jelas²;jelas-jelas
diunduh;di unduh
pasw;password
terbarumu;terbaru kamu
dinomor;di nomor
susah/lambat;susah atau lambat
peoses;proses
nambahkan;menambahkan
smangat;semangat
mpermudah;mempermudah
mudaj;mudah
belaja;belanja
smbil;sambil
dipasar;di pasar
cpet;cepat
transaksipun;transaksi pun
bague;bagus
eazy;mudah
byak;banyak
payfast;pembayaran cepat
lainny;lainnya
boskuhh;bos
sementaraa;sementara
luvluv;suka banget
haruss;harus
buangett;banget
madep;masa depan
baget;banget
perkerjaan;pekerjaan
terbaikk;terbaik
glowup;glow up
dinotifnya;di notifikasinya
sdgkan;sedangkan
keorang;ke orang
taikk;tahi
mdh;mudah
10-20k;10000-20000
referealnya;referralnya
binggo;banget
ladlaf;memuat
efesiensi;efisiensi
wantu;waktu
krh;karena
puaass;puas
terthe;ter the
laik;like
mantaps;mantap
untuktransaksi;untuk transaksi
nuhun;terima kasih
memberii;memberi
ilike;i like
syng;sayang
kesopi;ke shopee
jangnaa;jangan
beuli;beli
rkenink;rekening
listris;listrik
ngaruhnya;pengaruhnya
tua2;tua-tua
didonwload;di download
pengeluaram;pengeluaran
loafing;loading
bga;buka
anjiir;weh
booss;bos
seusai;setelah
terdaftar/verivikasi;terdaftar atau verifikasi
pemasukkan;pemasukan
lambattnya;lambatnya
nyeesel;menyesal
kenapaya;kenapa ya
sbnernya;sebenarnya
pdesaan;pedesaan
karyu;kartu
atu;atau
pisik;fisik
kesany;kesannya
gituu;begitu
enggaa;tidak
infox;infonya
isikode;isi kode
drumah;di rumah
mudah2n;mudah-mudahan
gemail;gmail
gde;besar
dikembalikkan;dikembalikan
joobb;job
menolkan;menghabiskan
kenyaman;kenyamanan
mnggu;minggu
halamn;halaman
betu;begitu
seekali;sekali
haduuhh;aduh
siih;sih
kdepannya;kedepannya
lami;kami
aouto;auto
dei;di
daftar2;daftar-daftar
langsng;langsung
ditahan2;ditahan-tahan
dowlond;download
rubuan;ribuan
padaal;padahal
ponselku;handphone ku
nangiss;menangis
mainten;maintenance
kekikis;terkikis
hahaa;hahahaha
rugii;rugi
mudahin;memudahkan
nyampah;menyampah
shoppe;shopee
donl;download
mantaabs;mantap
bosquu;bos
nguras;menguras
batrai;baterai
ngirim2;kirim-kirim
accoun;account
membantuh;membantu
cngih;canggih
uduh;unduh
gkda;tidak ada
kenaa;kenapa
ngebantuu;membantu
handroit;android
tavtarin;daftarin
passwod;password
damn;sial
terdftr;terdaftar
mnjatuhkn;menjatuhkan
publis;publish
ngesal;menyesal
muanntapp;mantap
lawannyaa;lawannya
forceclose;force closed
kembil;kembali
nokor;nomor
yangmengurusi;yang mengurus
tudakk;tidak
9gb;9 gigabyte
cardlessnya;tanpa kartunya
merger;gabungan
cabangmu;cabangnya
nangani;menangani
ojok;jangan terlihat
gendeng;gila
praktisnya;mudahnya
ruwetnya;sulitnya
capee;capek
trimahkasih;terima kasih
dibank;di bank
indomrt;indomaret
tarnsaksiny;transaksinya
pokony;pokoknya
tembelek;tai
qta;kita
krja;kerja
hp2;handphone-handphone
ajing;anjing
kerja2;kerja-kerja
ini/itu;ini atau itu
ngelihat;melihat
diajarin;diberi tahu
koo;kok
ulng;ulang
buru²;terburu-buru
transfer/tarik;transfer atau tarik
upgradenyaa;upgradenya
mbca;Mobile BCA
pembelian/penjualan;pembelian atau penjualan
goodd;good
xixixi;hehehe
menggampangkan;memudahkan
im;im
verryy;very
lovvee;love
pokokknya;pokoknya
rekomend;rekomen
buntau;mati
custimer;customer
gnguan;gangguan
segaja;sengaja
deeh;deh
besstt;terbaik
uang2;uang-uang
7hari;7 hari
50jt;50 juta
tinggalakan;tinggalkan
linvin;livin
28rb;28 ribu
meliwati;melewati
tauu;tahu
dibls;dibalas
pemakaianny;pemakainya
mmasukkn;memasukan
mlihat;melihat
otpny;otpnya
hrsny;harusnya
scra;secara
emailny;emailnya
ccil;cicil
waah;wah
gebog;mukul
mntab;mantap
kariawan;karyawan
5-10rb;5 sampai 10 ribu
75rb;75 ribu
m3ncari;mencari
pongahh;pongah
terooss;terus
bedebahlah;bedebah
kcewah;kecewa
passpord;password
add;tambah
berungkali;berulang kali
paylatter;paylater
tmen;teman
lkmit;limit
rekeking;rekening
takutny;takutnya
aplikasinyaa;aplikasinya
tggl;tanggal
potong2;potong-potong
kesimpen;kesimpan
swkarang;sekarang
setengahbmati;setengah mati
aktivkan;aktifkan
100megapixel;100 mega pixel
banyaakk;banyak
potongann;potongan
33rbu;33 ribu
tigkat;tingkat
mnyushakn;menyusahkan
emil;email
kenapasi;kenapa sih
ujung²nya;ujung-ujungnya
ditunjukin;ditunjukan
keperlun;keperluan
egh;ewh
susahmasuk;susah masuk
punyarekning;punya rekening
iww;ewh
memuasakan;memuaskan
paylatet;paylater
stngah;setengah
nyetak;cetak
sayaa;saya
penganturan;pengaturan
erorkah;error kah
2hr;2 hari
jatim;jawa timur
diblas;dibalas
quick;cepat
pick;ambil
talernya;tellernya
kokk;kok
5rebu;5 ribu
mempermuadah;mempermudah
ajja;aja
sangat²;sangat-sangat
wkwkwkwk;wkwkwk
paraahh;parah
3-14hari;3 sampai 14 hari
10hr;10 hari
insya;insyaallah
bwa;bawa
bberpa;beberapa
lenkap;lengkap
datang²;datang-datang
kirim2;kirim-kirim
surug;suruh
costumernya;customernya
jgan;jangan
keteranganna;keterangannya
pulsaa;pulsa
mngkn;mungkin
1hari;1 hari
35ribu;35 ribu
pylater;paylater
menyenangkn;menyenangkan
hadeeuuhh;haduh
signyal;sinyal
cuba;coba
klanjutannya;kelanjutannya
perbankkan;perbankan
mlz;malas
prosedure;prosedur
pnggantian;penggantian
maintanennya;maintainancenya
nasabahh;nasabah
belakangqn;belakangan
anak2;anak-anak
bl;bi
seqren;sering
muncul²;muncul-muncul
livinbymandiri;livin by mandiri
lgkp;lengkap
top-op;top up
ngaktifim;mengaktifkan
ospinya;opsinya
arabsaudi;arab saudi
1org;1 orang
2.5k;2500 ribu
harapnya;harapannya
histrory;history
kalow;kalau
apelikasinya;aplikasinya
strees;stress
kepilkepilkepil;kepil kepil kepil
mt;menit
pahal;padahal
kaa;ka
banyk;banyak
imel;email
mmbuka;membuka
blikran;blokiran
376/drb;376 ribu
ewllat;e-wallet
berbeda2;berbeda-beda
kagakk;tidak
pendaftaranya;pendaftarannya
kesikian;kesekian
suportnya;supportnya
bagy;bagus
nggabisa;tidak bisa
alsan;alasan
dpan;depan
bklan;bakalan
ciclan;cicilan
than;tahan
bgi;bagi
hlng;hilang
masah;masalah
korup;korupsi
pokon;pokoknya
atifkan;aktifkan
keterang;keterangan
ling;link
parahsih;parah sih
alhamdulillaah;alhamdulillah
blh;boleh
tamsaksi;transaksi
asalamualaikum;assalaamualaikum
tertundah;tertunda
smntara;sementara
laati;lagi
erore;error
16ribu;16 ribu
tobel;bermasalah
bayarr;bayar
malahh;malah
perbaikann;perbaikan
pbaruan;pebaruan
dgan;dengan
bngst;bangsat
veriv;verifikasi
sampain;sampaikan
ngedaftar;mendaftar
uank;uang
henpone;handphone
henponenya;handphone
skl;sekali
masuklogin;masuk login
enak2;enak-enak
mantaplah;mantap lah
intasl;instalasi
sesui;sesuai
livin'gimna;livin gimana
jelak;jelek
brani;berani
apliksianya;aplikasinya
lloging;login
manthap;mantap
tollool;tolol
ahh;ah
pdhalau;padahal
aplikaasinya;aplikasinya
mengistal;menginstall
ecomerce;e-commerce
transakdi;transaksi
peemohonan;permohonan
oflne;offline
klntol;kontol
dayang;sayang
nyabterlalu;nya terlalu
nunggublama;menunggu lama
trinakasih;terima kasih
bertaun2;bertahun-tahun
sapa;menyapa
jwab;jawab
aktf;aktif
kenp;kenapa
garingan;jaringan
contackless;mengurangi kontak
contacklessnya;mengurangin kontakannya
berpikir;berfikir
fingerprintnya;finger printnya
uprage;upgrade
boskuh;bos aku
prefasi;privasi
berhari²;berhari-hari
taapii;tapi
percuummaa;percuma
bw;bawa
mamah;mama
asikk;asik
nontunai;non tunai
aman²;aman-aman
saat²;saat-saat
kann;kan
ditawarin;ditawarkan
mbak2;mbak-mbak
25rebu;25 ribu
10rebu;10 ribu
iniapkh;ini apakah
rekining;rekening
trusted;terpercaya
trnsver;transfer
keuninstall;ke uninstall
lngsg;langsung
homescreen;home screen
jartu;kartu
5rbu;5 ribu
diapikasi;diaplikasi
mnjadi;menjadi
2xlipat;2x lipat
sedit;sedikit
fitu;fitur
fiitux;fitur
berspek;memiliki spesifikasi
pergerkan;pergerakan
apasihh;apa sih
24jm;24 jam
patrol;patroli
nantik;nanti
42;kedepannya
saldo²;saldo-saldo
tranfre;transfer
semmoga;semoga
hoyy;hai
tuhh;tuh
dwh;deh
yakarena;ya karena
dipaké;dipakai
sp;sampai
5bintang;5 bintang
pikir²;pikir-pikir
peebaiki;perbaiki
riwatnya;riwayatnya
mke;pakai
tranafer;transfer
menyuru;menyuruh
outomat;otomatis
automate;otomatis
activ;aktif
teansfer;transfer
narek;merek
kesian;kasihan
ortu;orang tua
apan;apaan
sulusinya;solusinya
kita²;kita-kita
aktifitasnya;aktivitasnya
langlah;langkah
terajadi;terjadi
abal²;abal-abal
syaa;saya
ngabdet;update
ketrangn;keterangan
akttifkan;aktifkan
khan;kan
menuh2in;penuh-penuhin
b3da;beda
trua;terus
ngirimnya;kirimnya
watsap;whatsapp
kurirnyamau;kurirnya mau
beberap;beberapa
ana;saya
hruss;harus
keamannya;keamanannya
seriang;sering
ganguang;gangguan
limite;limit
kartilu;kartu
ggal;gagal
15ribu;15 ribu
ngurang;kurang
potongab;potongan
butih;butuh
150k;150 ribu
ngilang;menghilang
kacaw;kacau
perusahan;perusahaan
beginikah;begini kah
jafi;jadi
tekeluar;terkeluar
penambahantidak;penambahan tidam
kdepanya;kedepannya
gimanamasi;gimana masih
bobrokk;bobrok
betbicara;berbicara
soalx;soalnya
urang;kurang
atawa;atau
11malem;11 malam
buang²;buang-buang
livi'by;livin by
juman;cuma
heart;hati
kejelasanya;kejelasannya
snaa;sana
untum;untuk
2-3kali;2 sampai 3 kali
angat;sangat
lom;belum
cekrg;sekarang
harini;hari ini
newlivin;new livin
alahamdulillah;alhamdulillah
liris;rilis
30k;30 ribu
1bln;1 bulan
trimksih;terima kasih
temuka;temukan
labi;bisa
proses;proses
mngatasi;mengatasi
didlm;didalam
di98;di 98
melakukqn;melalukan
appun;apapun
wkwkk;wkwkwk
frigerprint;finger print
apli;aplikasi
ngenggunakan;menggunakan
mbankingg;mobile bankih
saldonyaa;saldonya
transksi;transaksi
16rb;16 ribu
drpada;daripada
daftrnya;daftarnya
terhambatt;terhambat
toloong;tolong
liviinn;livin
mucul;muncul
knoa;kenapa
livink;livin
transaski;transaksi
teruspembersihan;terus pembersihan
5ribu;5 ribu
45ribu;45 ribu
huft;huh
brteran;barteran
tibggalkan;tinggalkan
livechatnya;live chatnya
ketigakalilanya;ketiga kalinya
teda;tidak
besa;bisa
tntng;tentang
profile;profil
hadooh;haduh
maintenant;maintenance
tolongdi;tolong di
udeh;sudah
kè;ke
gunakantruobel;gunakan masalah
cobak;coba
recordannya;rekamannya
notipikasi;notifikasi
berni;berani
kerren;keren
bntng;banting
1kali;1 kali
m8dah;mudah
sagaat;sangat
timurtengah;timur tengah
pasfot;password
tf/top;transfer/top up
yaredmi;ya redmi
bisasamsung;bisa samsung
kompirmasi;konfirmasi
memamakan;menamakan
terup;terus
ndownlod;dowoload
jls2;jelas-jelas
dtop;top
prmbaruan;pembaruan
woei;woi
tngglkan;tinggalkan
reinstal;reinstall
conect;coonnect
adm/apapun;administrasi/apapun
habis2;habis-habis
tbatba;tiba-tiba
aaplpl;aplikasi
know;tahu
penjelasanny;penjelasannya
semuany;semuanya
malm;malam
sangatmenyusahkan;sangat menyusahkan
seblum;sebelum
4thn;4 tahun
ngirim/tranfer;ngirim/transfer
pinjmannya;pinjamannya
saranya;sarannya
edeehh;haduh
ketila;ketika
rp1500;1500
istal;instalasi
kemudahan²;mudah-mudahan
gini2;gini-gini
pantekk;pantek
sikit;sedikit
mnjijikkn;menjijikam
konection;koneksi
hanpone;handphone
aduuh;haduh
rp100.00;100
donh;dong
onlime;online
moso;masa
tueruss;terus
klaw;kalau
ngerespon;merespon
nongol2;muncul-muncul
viturnya;fiturnya
diupgred;diupgrade
mngembalikannya;mengembalikannya
sellular;selular
perbaharii;perbarui
bagos;bagus
regist;registrasi
yesel;kesel
teryata;ternyata
fingerprinnya;finger printnya
aplk;aplikasi
setah;setelah
biaya2;biaya-biaya
diliving;dilivin
ulangg;ulang
aneeh;aneh
fitul;fitur
storan;setoran
lwat;lewat
prosis;prosis
preses;proses
sedangngkan;sedangkan
mempermudh;mempermudah
gambarbyg;ganbar yang
belu;bali
ero6;error
untukk;untuk
depo;deposit
ngtur;ngatur
livyn;livin
appikasi;aplikasi
mmnbantu;membantu
douload;download
prlukan;perlukan
bsgus;bagus
blsan;balasan
untng;utang
brengsek;brengsek
bngung;bingung
neeaass;oke
onlinedan;online dan
mmpermuda;mempermudah
conek;koneksi
aplikasiy;aplikasinya
pak/ibu;bapak/ibu
rubh;rubah
brsihkan;bersihkan
smmpahnya;sampahnya
ototamatis;otomatis
mendowloadnya;mendownloadnya
mnatapplp;mantap
tolooll;tolol
aplilasinya;aplikasinya
transaksi2;transaksi-transaksi
hapir;hampir
nang;senang
pinjnya;pinjaman
saldony;saldonya
solusinyaa;solusinya
bantuannyaa;bantuannya
updetann;updatean
utak;utak
trnsks;transaksi
keseringa;keseringan
subuh2;subuh-subuh
hllo;hallo
pul;full
bisabisanya;bisa-bisanya
sistemnnya;sistemnya
semakinaprah;semakin parah
sebenere;sebenarnya
memeperbaiki;memperbaiki
ink;ini
bymandiri;by mandiri
kusengaja;aku sengaja
livinby;livin by
sebesar2;sebesar-besar
semuga;semoga
th;tahun
barupdhl;baru padahal
meubah;merubah
trooss;trus
diikuti;diikuti
assww;asu
pusying;pusing
guee;gue
dijwb;dijawab
mggu;minggu
kecewe;kecewa
lht;lihat
gati;ganti
transaksai;transaksi
pemgaturan;pengaturan
paarah;parah
error²;error-error
lahi;lagi
wooii;woi
njengg;anjing
guoblokk;bodoh
rame²;ramai-ramai
3bulan;3 bulan
ningalin;ninggalin
ihksan;ikhsan
trsaksi;transaksi
keterangn;keterangan
kastamerserfisny;customer service
selvie;selfie
nasa;masa
harua;harus
amaatt;amat
balek;balik
sellu;selalu
lemottnya;lemotnya
dngan;dengan
pegaturan;pengaturan
lliving;livin
byandiri;by mandiri
terrlemot;terlemot
berulng2;berulang-ulang
pngaturn;pengaturan
tanyaa2;tanya-tanya
mantaapss;mantap
ampuunn;ampun
eroorr;error
msukan;masukan
lanjutkankerna;lanjut karena
brkt;berkat
mrmudahkan;memudahkan
bertrasaksi;bertransaksi
gimick;gimmick
caranyaa;caranya
upadate;update
apliksih;aplikasi
kurang2in;kurang-kurangin
padetnya;padatnya
punyaknya;punyanya
sekang;sekarang
enak²;enak-enak
bida;bisa
ternya;ternyata
tetnyata;ternyata
mungucapin;mengucapkan
ulangtahunku;ulang tahunku
trasaksinya;transaksinya
anjirr;anjir
brubah²;berubah-ubah
ck;cih
erroorrt;error
terrus;terus
dibiarin;dibiarkan
tiapkali;setiap kali
semuamuanya;semuanya
loodingnya;loadingnya
wuoyy;weh
dripada;daripada
neh;ini
sblan;sebulan
kembli;kembali
kadaang;kadang
lamanyaa;lamanya
nyambungnya;menyambungnya
nyamain;menyamakan
pihat;pihak
benwrin;benerin
nyampe2;sampai-sampai
kx;kali
kemenu;ke menu
lengap;lengkap
karu;kartu
setaan;setan
kenapaah;kenapa
daftar/rekening;daftar atau rekening
disc;diskon
mendepnya;ada
25;25 ribu
744;744 ribu
19;19 ribu
mnyebalkan;menyebalkan
kemandiri;ke mandiri
gl;tidak
loo;kamu
sic;sih
reting;rating
livin/nasabah;livin atau nasabah
transasi;transaksi
bangsatt;bangsat
gapunya;tidak punya
diapa2;di apa-apa
tablokir;saya blokir
mbanknya;mobile bankingnya
disuruh2;disuruh-suruh
apklikasinya;aplikasinya
penuhh;penuh
oengguna;pengguna
duwit;uang
bergunaa;berguna
minn;admin
sseehh;sih
capet;kasih
temen²;teman-teman
ngunakan;menggunakan
susal;susah
semerawut;ribet
yamanannya;nyamanannya
ribeet;ribet
nanyak;banyak
37985;37985
guyyz;bro
kamziia;terima kasih
kembalii;kembali
0;12 pagi
trksasi;transaksi
baguus;bagus
trasnsaksi;transaksi
23:00,00:00,01:00,02:00,03:00,04:00;11 malam, 12 pagi, 01 pagi, 02 pagi, 03 pagi, 04 pagi
aplikaainya;aplikasinya
ituu;itu
seblumnya;sebelumnya
pintain;minta
dikampung;di kampung
dopres;door prize
ltr;liter
kesemula;ke semula
bapak/i;bapak atau ibu
13hari;13 hari
lifinnya;livinnya
875;jam 9
awal²;awal-awal
terkenali;dikenal
enggx;tidak
vendor2;vendor-vendor
jauh²;jauh-jauh
transer;transfer
kemana²;kemana-mana
meaki;meski
ba;bisa
respeck;respect
bikes;bikin kesel
aslian;asli
teeruss;terus
jelek2;jelek-jelek
dimudah;dimudahkan
mentrsfer;mentransfer
terlemott;terlemot
waahh;wah
ageh;ayo
buwanyaknya;banyaknya
trbukti;terbukti
remek;hancur
jwb;jawab
mgkannya;makanya
akn;akan
pntg;penting
elo;kamu
uros;urus
bangedds;banget
nyaut;menanggapi
kontoll;kontol
hal2;hal-hal
proses/sama;proses atau sama
pulaa;pula
ngebukak;membuka
slli;selalu
sakah;salah
kluarin;keluar
niih;nih
dengankan;sedangkan
segituu;segitu
diutak;diotak
setalan;setelan
upx;up
contohx;contoh
pilihanx;pilihan
lgy;lagi
tpk;tapi
penggunax;pengguna
bertrnsaksi;bertransaksi
magsud;maksud
uy;hei
tgh;tengah
apflikasi;aplikasi
bisakecewa;bisa kecewa
slalj;selalu
tlv;telepon
ngarang;mengarang
serahin;serahkan
dikartu;di kartu
syangat;sangat
dibukaknya;dibukanya
troz;terus
mengunakannya;menggunakannya
bwrtransaksi;bertransaksi
mlbb;mobile legends
diamonnya;diamondnya
tdinya;tadinya
atasimya;atasinya
emany;emangbya
sekalii;sekali
